PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,SUM
1,MURDER & NON NEGL. MANSLAUGHTER                                ,3,1,2,2,2,0,1,0,1,2,2,0,1,0,0,17
1,RAPE                                  ,12,5,10,11,11,5,4,7,12,4,6,13,10,12,8,130
1,ROBBERY                               ,252,188,210,164,154,172,119,128,108,106,96,102,81,68,50,1998
1,FELONY ASSAULT                        ,139,164,147,134,129,121,94,90,83,83,68,94,110,87,76,1619
1,BURGLARY                              ,475,437,297,403,246,293,255,231,189,207,170,155,188,171,145,3862
1,GRAND LARCENY                         ,2358,2117,1896,1803,1708,1624,1462,1395,1258,1122,1065,979,985,1051,896,21719
1,GRAND LARCENY OF MOTOR VEHICLE                                  ,199,157,153,132,133,90,78,63,57,54,38,59,41,27,33,1314
1,TOTAL SEVEN MAJOR FELONY OFFENSES,3438,3069,2715,2649,2383,2305,2013,1914,1708,1578,1445,1402,1416,1416,1208,30659
5,MURDER & NON NEGL. MANSLAUGHTER                                ,4,3,0,3,1,4,2,2,2,1,1,0,3,3,2,31
5,RAPE                                  ,9,3,12,7,7,13,5,4,2,6,10,11,12,5,4,110
5,ROBBERY                               ,351,261,196,148,136,134,132,151,131,125,106,127,122,102,76,2298
5,FELONY ASSAULT                        ,190,147,108,100,95,80,104,129,151,153,128,117,157,167,125,1951
5,BURGLARY                              ,285,247,212,215,173,158,152,122,150,141,127,120,138,92,101,2433
5,GRAND LARCENY                         ,824,697,687,681,688,674,605,582,573,528,582,560,548,599,536,9364
5,GRAND LARCENY OF MOTOR VEHICLE                                  ,117,100,94,77,70,68,40,41,20,21,15,27,21,12,26,749
5,TOTAL SEVEN MAJOR FELONY OFFENSES,1780,1458,1309,1231,1170,1131,1040,1031,1029,975,969,962,1001,980,870,16936
6,MURDER & NON NEGL. MANSLAUGHTER                                ,0,1,0,1,3,1,3,5,0,1,1,1,1,2,2,22
6,RAPE                                  ,7,5,7,11,7,12,6,7,5,9,13,15,15,8,11,138
6,ROBBERY                               ,378,293,313,249,257,228,214,207,187,147,148,155,148,140,99,3163
6,FELONY ASSAULT                        ,169,132,92,121,96,102,123,127,93,106,94,111,111,135,128,1740
6,BURGLARY                              ,277,294,299,277,339,305,280,203,282,232,176,182,140,132,163,3581
6,GRAND LARCENY                         ,1393,1245,1164,1233,1344,1326,1283,1214,1131,1100,1053,992,1124,1253,1127,17982
6,GRAND LARCENY OF MOTOR VEHICLE                                  ,163,171,184,176,128,81,70,74,40,38,45,48,35,33,45,1331
6,TOTAL SEVEN MAJOR FELONY OFFENSES,2387,2141,2059,2068,2174,2055,1979,1837,1738,1633,1530,1504,1574,1703,1575,27957
7,MURDER & NON NEGL. MANSLAUGHTER                                ,0,3,5,6,3,7,4,2,3,2,1,5,0,1,0,42
7,RAPE                                  ,14,12,8,11,8,10,7,7,11,11,11,14,19,6,7,156
7,ROBBERY                               ,279,214,190,191,212,200,176,222,182,158,130,127,147,145,115,2688
7,FELONY ASSAULT                        ,139,127,130,131,122,95,105,123,91,134,126,119,122,106,153,1823
7,BURGLARY                              ,149,181,170,157,118,101,127,118,104,75,101,83,92,67,56,1699
7,GRAND LARCENY                         ,258,233,243,245,269,309,362,328,340,275,284,316,350,362,372,4546
7,GRAND LARCENY OF MOTOR VEHICLE                                  ,151,122,162,123,125,82,83,56,76,47,49,40,32,24,29,1201
7,TOTAL SEVEN MAJOR FELONY OFFENSES,990,892,908,864,857,804,864,856,807,702,702,704,762,711,732,12155
9,MURDER & NON NEGL. MANSLAUGHTER                                ,3,2,1,3,4,2,1,0,3,4,4,1,1,2,2,33
9,RAPE                                  ,12,11,18,15,22,20,14,15,9,16,14,13,15,18,22,234
9,ROBBERY                               ,332,251,263,264,210,264,252,207,224,197,189,186,177,137,110,3263
9,FELONY ASSAULT                        ,249,203,203,173,156,173,165,179,152,157,151,141,172,152,152,2578
9,BURGLARY                              ,347,317,340,354,382,286,297,210,225,284,220,209,193,165,138,3967
9,GRAND LARCENY                         ,1012,742,811,839,835,797,775,819,797,807,759,750,802,904,876,12325
9,GRAND LARCENY OF MOTOR VEHICLE                                  ,160,146,173,153,138,122,75,89,85,58,50,50,59,46,31,1435
9,TOTAL SEVEN MAJOR FELONY OFFENSES,2115,1672,1809,1801,1747,1664,1579,1519,1495,1523,1387,1350,1419,1424,1331,23835
10,MURDER & NON NEGL. MANSLAUGHTER                                ,2,3,2,2,5,4,4,0,4,1,2,3,3,1,0,36
10,RAPE                                  ,10,7,2,20,18,16,10,8,9,6,10,13,10,12,7,158
10,ROBBERY                               ,191,136,156,207,175,180,174,149,159,131,114,137,114,110,89,2222
10,FELONY ASSAULT                        ,140,97,89,137,152,119,151,161,170,121,131,93,81,98,110,1850
10,BURGLARY                              ,184,106,144,225,195,178,179,110,131,98,99,118,89,101,72,2029
10,GRAND LARCENY                         ,680,401,306,698,799,827,860,833,789,728,651,627,764,762,709,10434
10,GRAND LARCENY OF MOTOR VEHICLE                                  ,191,127,132,147,122,94,91,65,59,48,42,46,27,39,35,1265
10,TOTAL SEVEN MAJOR FELONY OFFENSES,1398,877,831,1436,1466,1418,1469,1326,1321,1133,1049,1037,1088,1123,1022,17994
13,MURDER & NON NEGL. MANSLAUGHTER                                ,2,2,2,4,3,3,2,3,1,1,3,2,1,1,0,30
13,RAPE                                  ,8,13,26,20,21,11,9,6,11,9,13,17,17,11,12,204
13,ROBBERY                               ,341,312,332,308,301,299,311,247,234,199,192,187,183,124,144,3714
13,FELONY ASSAULT                        ,233,177,199,150,192,173,149,206,188,163,140,126,129,135,174,2534
13,BURGLARY                              ,587,560,636,559,431,416,443,354,359,354,252,245,188,214,245,5843
13,GRAND LARCENY                         ,1848,1758,1779,1800,1963,1787,1708,1644,1642,1595,1481,1424,1467,1615,1433,24944
13,GRAND LARCENY OF MOTOR VEHICLE                                  ,298,232,171,190,160,123,94,80,83,68,55,43,37,52,53,1739
13,TOTAL SEVEN MAJOR FELONY OFFENSES,3317,3054,3145,3031,3071,2812,2716,2540,2518,2389,2136,2044,2022,2152,2061,39008
14,MURDER & NON NEGL. MANSLAUGHTER                                ,7,4,8,4,2,1,1,2,1,2,0,2,1,2,0,37
14,RAPE                                  ,12,11,12,14,24,17,3,16,7,6,17,15,9,10,12,185
14,ROBBERY                               ,629,527,468,394,329,338,289,245,238,220,168,177,185,174,177,4558
14,FELONY ASSAULT                        ,393,314,313,265,229,197,182,195,172,163,182,178,191,172,165,3311
14,BURGLARY                              ,838,876,744,815,638,615,609,535,473,437,354,327,316,345,275,8197
14,GRAND LARCENY                         ,4870,4257,3628,3545,3449,3198,3056,2948,2793,2473,2325,2171,2176,2138,2090,45117
14,GRAND LARCENY OF MOTOR VEHICLE                                  ,108,99,92,68,59,57,33,30,24,29,23,26,18,22,25,713
14,TOTAL SEVEN MAJOR FELONY OFFENSES,6857,6088,5265,5105,4730,4423,4173,3971,3708,3330,3069,2896,2896,2863,2744,62118
17,MURDER & NON NEGL. MANSLAUGHTER                                ,1,0,1,1,0,0,2,1,1,0,0,0,2,0,0,9
17,RAPE                                  ,9,7,14,8,10,12,11,6,8,11,8,10,10,6,11,141
17,ROBBERY                               ,169,147,129,108,107,125,98,94,83,67,56,63,47,61,64,1418
17,FELONY ASSAULT                        ,79,103,73,94,85,79,72,72,75,47,54,53,80,64,46,1076
17,BURGLARY                              ,276,270,272,225,231,198,215,139,166,123,96,96,135,107,124,2673
17,GRAND LARCENY                         ,1363,1338,1220,1287,1175,933,957,920,891,741,745,694,721,766,634,14385
17,GRAND LARCENY OF MOTOR VEHICLE                                  ,131,125,92,73,59,50,36,45,45,29,31,21,25,20,30,812
17,TOTAL SEVEN MAJOR FELONY OFFENSES,2028,1990,1801,1796,1667,1397,1391,1277,1269,1018,990,937,1020,1024,909,20514
18,MURDER & NON NEGL. MANSLAUGHTER                                ,1,5,2,4,3,3,4,1,3,2,3,0,4,0,2,37
18,RAPE                                  ,14,14,15,19,26,20,6,12,8,7,15,11,14,14,10,205
18,ROBBERY                               ,430,397,325,267,257,270,227,166,165,124,137,137,123,125,129,3279
18,FELONY ASSAULT                        ,243,236,237,183,168,179,161,144,145,111,131,110,127,168,172,2515
18,BURGLARY                              ,678,483,479,465,387,399,296,266,247,232,188,183,171,175,213,4862
18,GRAND LARCENY                         ,4015,3926,3260,3042,3031,2680,2185,2105,2091,1967,1809,1758,1830,1753,1831,37283
18,GRAND LARCENY OF MOTOR VEHICLE                                  ,226,202,190,164,120,101,66,67,59,36,48,29,44,36,37,1425
18,TOTAL SEVEN MAJOR FELONY OFFENSES,5607,5263,4508,4144,3992,3652,2945,2761,2718,2479,2331,2228,2313,2271,2394,49606
19,MURDER & NON NEGL. MANSLAUGHTER                                ,3,1,3,2,0,4,1,5,1,2,1,3,0,0,0,26
19,RAPE                                  ,14,9,12,12,19,8,12,10,14,10,16,15,16,6,12,185
19,ROBBERY                               ,390,367,349,267,307,313,252,220,192,149,144,137,129,104,96,3416
19,FELONY ASSAULT                        ,200,130,116,136,94,96,106,111,75,68,96,108,120,97,103,1656
19,BURGLARY                              ,712,710,713,551,553,454,488,376,419,322,234,250,241,252,218,6493
19,GRAND LARCENY                         ,2326,2263,2112,2116,2138,1834,1848,1715,1580,1304,1291,1232,1452,1548,1402,26161
19,GRAND LARCENY OF MOTOR VEHICLE                                  ,543,304,301,226,215,183,135,145,90,85,89,83,78,57,82,2616
19,TOTAL SEVEN MAJOR FELONY OFFENSES,4188,3784,3606,3310,3326,2892,2842,2582,2371,1940,1871,1828,2036,2064,1913,40553
20,MURDER & NON NEGL. MANSLAUGHTER                                ,1,1,1,2,1,0,1,0,1,5,1,0,2,2,0,18
20,RAPE                                  ,6,8,7,14,7,6,7,7,7,4,11,11,12,10,8,125
20,ROBBERY                               ,177,174,187,154,167,156,148,118,123,99,90,76,96,81,53,1899
20,FELONY ASSAULT                        ,126,120,104,86,78,81,84,82,60,59,56,49,51,57,45,1138
20,BURGLARY                              ,228,170,242,247,207,194,145,126,150,120,101,74,105,85,88,2282
20,GRAND LARCENY                         ,998,891,797,885,1072,994,883,880,776,729,678,629,721,712,674,12319
20,GRAND LARCENY OF MOTOR VEHICLE                                  ,206,145,161,122,128,88,59,46,48,40,33,19,41,22,31,1189
20,TOTAL SEVEN MAJOR FELONY OFFENSES,1742,1509,1499,1510,1660,1519,1327,1259,1165,1056,970,858,1028,969,899,18970
22,MURDER & NON NEGL. MANSLAUGHTER                                ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
22,RAPE                                  ,3,3,5,4,7,2,0,1,1,0,7,2,1,4,1,41
22,ROBBERY                               ,53,37,38,32,23,38,26,34,25,20,23,18,15,16,20,418
22,FELONY ASSAULT                        ,9,13,15,5,11,10,2,10,3,6,6,10,7,5,11,123
22,BURGLARY                              ,5,4,4,5,5,3,4,1,3,3,2,1,2,6,2,50
22,GRAND LARCENY                         ,54,75,77,50,55,54,75,57,65,40,63,70,76,73,48,932
22,GRAND LARCENY OF MOTOR VEHICLE                                  ,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5
22,TOTAL SEVEN MAJOR FELONY OFFENSES,125,133,141,96,101,107,107,104,97,70,101,101,101,104,83,1571
23,MURDER & NON NEGL. MANSLAUGHTER                                ,9,10,8,8,5,11,10,10,3,9,5,5,2,4,4,103
23,RAPE                                  ,18,32,31,34,33,44,22,21,15,22,26,28,29,17,15,387
23,ROBBERY                               ,453,383,401,348,321,309,331,297,326,239,248,207,271,266,255,4655
23,FELONY ASSAULT                        ,419,344,288,302,242,245,215,203,202,210,217,242,263,256,254,3902
23,BURGLARY                              ,219,187,161,110,114,94,92,109,95,93,94,95,103,99,107,1772
23,GRAND LARCENY                         ,236,258,254,293,293,331,282,274,272,267,252,261,320,383,342,4318
23,GRAND LARCENY OF MOTOR VEHICLE                                  ,155,127,115,123,102,96,56,70,87,42,36,32,26,37,24,1128
23,TOTAL SEVEN MAJOR FELONY OFFENSES,1509,1341,1258,1218,1110,1130,1008,984,1000,882,878,870,1014,1062,1001,16265
24,MURDER & NON NEGL. MANSLAUGHTER                                ,3,3,2,5,0,2,5,2,4,3,2,5,4,2,1,43
24,RAPE                                  ,14,15,15,16,18,21,10,13,12,9,11,12,10,10,13,199
24,ROBBERY                               ,372,339,315,354,298,282,258,250,277,177,192,187,178,160,132,3771
24,FELONY ASSAULT                        ,199,187,145,167,141,141,131,110,116,136,102,126,131,152,121,2105
24,BURGLARY                              ,242,255,235,217,174,227,155,149,119,144,124,89,135,109,146,2520
24,GRAND LARCENY                         ,483,492,584,536,665,721,647,584,551,464,528,449,576,547,563,8390
24,GRAND LARCENY OF MOTOR VEHICLE                                  ,241,184,157,155,112,105,107,69,69,53,45,43,46,42,44,1472
24,TOTAL SEVEN MAJOR FELONY OFFENSES,1554,1475,1453,1450,1408,1499,1313,1177,1148,986,1004,911,1080,1022,1020,18500
25,MURDER & NON NEGL. MANSLAUGHTER                                ,10,7,7,6,8,8,9,10,4,3,13,9,10,3,5,112
25,RAPE                                  ,21,22,20,28,36,23,24,19,17,14,17,23,29,22,28,343
25,ROBBERY                               ,314,283,319,337,262,304,284,282,321,233,228,231,245,258,220,4121
25,FELONY ASSAULT                        ,351,298,278,253,275,234,254,232,211,219,234,227,286,286,335,3973
25,BURGLARY                              ,156,174,123,157,198,175,161,127,121,121,105,116,133,132,107,2106
25,GRAND LARCENY                         ,176,163,207,245,266,290,286,315,334,276,230,239,319,365,319,4030
25,GRAND LARCENY OF MOTOR VEHICLE                                  ,123,110,134,89,86,68,83,73,55,48,72,35,34,45,32,1087
25,TOTAL SEVEN MAJOR FELONY OFFENSES,1151,1057,1088,1115,1131,1102,1101,1058,1063,914,899,880,1056,1111,1046,15772
26,MURDER & NON NEGL. MANSLAUGHTER                                ,4,1,2,4,5,5,0,2,4,2,2,2,3,1,2,39
26,RAPE                                  ,6,9,12,12,25,19,12,8,16,10,13,7,10,9,16,184
26,ROBBERY                               ,225,218,232,213,230,270,250,206,201,197,175,154,145,135,125,2976
26,FELONY ASSAULT                        ,159,122,150,116,125,82,102,93,79,77,107,100,113,122,84,1631
26,BURGLARY                              ,201,124,123,127,111,108,102,71,78,58,79,57,60,59,59,1417
26,GRAND LARCENY                         ,380,333,292,363,343,365,367,347,331,272,268,269,324,343,311,4908
26,GRAND LARCENY OF MOTOR VEHICLE                                  ,117,123,111,94,70,64,56,53,49,34,26,27,23,20,20,887
26,TOTAL SEVEN MAJOR FELONY OFFENSES,1092,930,922,929,909,913,889,780,758,650,670,616,678,689,617,12042
28,MURDER & NON NEGL. MANSLAUGHTER                                ,5,8,3,5,8,5,12,4,5,2,6,6,5,2,1,77
28,RAPE                                  ,24,19,24,25,16,20,18,12,14,9,13,18,17,12,14,255
28,ROBBERY                               ,315,252,246,282,234,334,308,278,255,240,254,223,210,211,176,3818
28,FELONY ASSAULT                        ,314,291,226,186,217,187,196,167,189,208,187,213,241,222,202,3246
28,BURGLARY                              ,210,141,137,155,153,119,173,97,127,111,111,126,102,82,79,1923
28,GRAND LARCENY                         ,252,152,167,172,200,288,344,286,363,300,301,308,350,352,329,4164
28,GRAND LARCENY OF MOTOR VEHICLE                                  ,77,105,92,89,84,52,54,42,50,27,20,17,20,39,22,790
28,TOTAL SEVEN MAJOR FELONY OFFENSES,1197,968,895,914,912,1005,1105,886,1003,897,892,911,945,920,823,14273
30,MURDER & NON NEGL. MANSLAUGHTER                                ,9,11,9,5,9,6,12,5,3,1,7,2,2,3,7,91
30,RAPE                                  ,27,30,23,30,33,32,24,18,12,19,35,21,11,21,18,354
30,ROBBERY                               ,394,296,310,333,299,316,300,324,293,205,253,246,257,218,150,4194
30,FELONY ASSAULT                        ,353,390,306,272,285,250,228,235,172,193,178,189,189,181,202,3623
30,BURGLARY                              ,344,213,184,179,218,137,145,119,123,100,101,134,151,130,100,2378
30,GRAND LARCENY                         ,189,151,165,225,255,280,275,219,223,172,144,180,230,244,250,3202
30,GRAND LARCENY OF MOTOR VEHICLE                                  ,167,120,99,110,87,80,69,55,62,47,49,25,28,35,22,1055
30,TOTAL SEVEN MAJOR FELONY OFFENSES,1483,1211,1096,1154,1186,1101,1053,975,888,737,767,797,868,832,749,14897
32,MURDER & NON NEGL. MANSLAUGHTER                                ,17,22,14,13,18,9,17,9,13,11,8,10,11,7,6,185
32,RAPE                                  ,45,34,34,45,34,43,32,30,35,24,31,27,33,27,17,491
32,ROBBERY                               ,432,442,362,372,387,407,411,351,280,265,292,244,243,261,254,5003
32,FELONY ASSAULT                        ,510,487,444,411,407,356,361,305,329,302,305,321,279,295,299,5411
32,BURGLARY                              ,292,245,232,217,196,161,208,189,174,155,121,152,108,82,94,2626
32,GRAND LARCENY                         ,253,217,229,240,301,289,354,309,315,280,293,302,315,297,297,4291
32,GRAND LARCENY OF MOTOR VEHICLE                                  ,148,155,131,112,112,99,92,85,58,68,53,52,40,31,29,1265
32,TOTAL SEVEN MAJOR FELONY OFFENSES,1697,1602,1446,1410,1455,1364,1475,1278,1204,1105,1103,1108,1029,1000,996,19272
33,MURDER & NON NEGL. MANSLAUGHTER                                ,12,8,5,6,5,6,10,5,2,3,4,7,2,2,2,79
33,RAPE                                  ,19,21,28,25,16,27,30,13,18,15,21,27,19,19,19,317
33,ROBBERY                               ,295,280,290,314,284,269,245,227,247,225,246,230,214,202,145,3713
33,FELONY ASSAULT                        ,302,318,301,252,230,209,199,196,184,199,174,181,177,200,173,3295
33,BURGLARY                              ,295,199,168,173,180,148,142,140,136,134,102,129,163,118,111,2338
33,GRAND LARCENY                         ,185,193,251,252,292,228,219,244,258,231,271,242,276,357,327,3826
33,GRAND LARCENY OF MOTOR VEHICLE                                  ,201,195,189,179,116,113,103,93,76,69,66,61,43,29,34,1567
33,TOTAL SEVEN MAJOR FELONY OFFENSES,1309,1214,1232,1201,1123,1000,948,918,921,876,884,877,894,927,811,15135
34,MURDER & NON NEGL. MANSLAUGHTER                                ,8,7,7,9,5,10,10,1,3,2,4,8,5,1,1,81
34,RAPE                                  ,40,27,38,37,40,27,23,24,19,17,22,18,20,25,13,390
34,ROBBERY                               ,357,332,334,311,338,323,326,281,271,250,282,286,246,239,224,4400
34,FELONY ASSAULT                        ,275,280,275,260,242,241,202,231,216,198,220,236,207,178,204,3465
34,BURGLARY                              ,610,420,373,311,390,281,272,294,242,254,190,272,261,208,177,4555
34,GRAND LARCENY                         ,299,274,316,322,351,387,367,375,433,379,385,374,339,433,456,5490
34,GRAND LARCENY OF MOTOR VEHICLE                                  ,388,350,375,336,290,233,203,153,143,138,97,89,79,76,76,3026
34,TOTAL SEVEN MAJOR FELONY OFFENSES,1977,1690,1718,1586,1656,1502,1403,1359,1327,1238,1200,1283,1157,1160,1151,21407
40,MURDER & NON NEGL. MANSLAUGHTER                                ,13,27,16,16,8,10,14,14,15,14,14,21,12,8,7,209
40,RAPE                                  ,36,50,47,44,36,28,39,24,29,24,23,23,26,25,29,483
40,ROBBERY                               ,611,591,585,634,600,571,478,451,545,408,444,396,480,454,407,7655
40,FELONY ASSAULT                        ,592,505,489,498,484,418,446,438,389,422,435,453,392,511,469,6941
40,BURGLARY                              ,465,326,285,271,295,258,234,240,275,252,200,238,158,213,144,3854
40,GRAND LARCENY                         ,413,378,416,449,448,460,442,485,435,369,430,405,482,586,488,6686
40,GRAND LARCENY OF MOTOR VEHICLE                                  ,319,285,277,234,232,205,221,175,177,156,126,131,78,105,102,2823
40,TOTAL SEVEN MAJOR FELONY OFFENSES,2449,2162,2115,2146,2103,1950,1874,1827,1865,1645,1672,1667,1628,1902,1646,28651
41,MURDER & NON NEGL. MANSLAUGHTER                                ,5,12,7,6,4,10,14,8,3,6,5,5,8,2,4,99
41,RAPE                                  ,34,19,18,31,21,21,18,18,16,12,20,18,12,17,18,293
41,ROBBERY                               ,287,247,246,264,248,259,286,312,296,224,283,299,329,328,252,4160
41,FELONY ASSAULT                        ,716,561,435,401,388,386,348,339,371,405,399,431,556,732,353,6821
41,BURGLARY                              ,392,228,252,257,252,232,213,207,215,215,210,204,205,202,206,3490
41,GRAND LARCENY                         ,184,180,210,197,236,238,237,245,243,292,274,292,321,403,378,3930
41,GRAND LARCENY OF MOTOR VEHICLE                                  ,216,193,237,216,171,176,161,147,135,89,80,93,57,76,80,2127
41,TOTAL SEVEN MAJOR FELONY OFFENSES,1834,1440,1405,1372,1320,1322,1277,1276,1279,1243,1271,1342,1488,1760,1291,20920
42,MURDER & NON NEGL. MANSLAUGHTER                                ,12,18,18,10,10,7,17,8,14,15,13,10,8,12,5,177
42,RAPE                                  ,40,44,47,32,37,33,20,23,23,24,20,28,30,24,30,455
42,ROBBERY                               ,424,345,387,409,373,456,396,380,348,267,324,325,334,320,307,5395
42,FELONY ASSAULT                        ,491,469,373,340,386,381,354,321,291,303,318,316,340,405,424,5512
42,BURGLARY                              ,412,355,345,367,333,327,334,319,190,164,150,178,165,177,163,3979
42,GRAND LARCENY                         ,207,220,204,231,226,254,339,354,322,251,230,247,288,320,305,3998
42,GRAND LARCENY OF MOTOR VEHICLE                                  ,252,235,258,250,227,226,208,158,163,118,123,139,112,77,100,2646
42,TOTAL SEVEN MAJOR FELONY OFFENSES,1838,1686,1632,1639,1592,1684,1668,1563,1351,1142,1178,1243,1277,1335,1334,22162
43,MURDER & NON NEGL. MANSLAUGHTER                                ,16,14,28,10,15,14,12,6,13,13,14,19,18,9,9,210
43,RAPE                                  ,67,67,79,61,49,36,37,37,32,47,35,22,38,26,36,669
43,ROBBERY                               ,730,602,609,620,592,577,521,514,584,503,537,534,584,586,546,8639
43,FELONY ASSAULT                        ,639,633,606,509,521,533,535,525,475,491,509,537,541,600,667,8321
43,BURGLARY                              ,767,727,613,547,499,459,441,402,390,418,384,385,348,361,327,7068
43,GRAND LARCENY                         ,514,533,574,638,624,705,699,706,688,631,574,601,687,708,693,9575
43,GRAND LARCENY OF MOTOR VEHICLE                                  ,843,753,711,699,657,516,464,402,392,320,253,284,221,190,174,6879
43,TOTAL SEVEN MAJOR FELONY OFFENSES,3576,3329,3220,3084,2957,2840,2709,2592,2574,2423,2306,2382,2437,2480,2452,41361
44,MURDER & NON NEGL. MANSLAUGHTER                                ,25,30,26,23,17,16,13,21,20,11,14,19,8,9,15,267
44,RAPE                                  ,62,65,89,82,50,40,31,40,49,32,33,34,33,30,33,703
44,ROBBERY                               ,866,720,669,528,543,571,501,474,520,408,515,473,452,420,415,8075
44,FELONY ASSAULT                        ,789,701,670,583,605,525,586,530,491,585,558,557,670,709,687,9246
44,BURGLARY                              ,829,506,494,462,382,352,349,355,291,308,276,342,291,255,270,5762
44,GRAND LARCENY                         ,534,420,344,376,430,417,485,531,529,501,396,446,598,642,712,7361
44,GRAND LARCENY OF MOTOR VEHICLE                                  ,580,453,472,451,413,429,324,266,267,201,202,201,152,126,174,4711
44,TOTAL SEVEN MAJOR FELONY OFFENSES,3685,2895,2764,2505,2440,2350,2289,2217,2167,2046,1994,2072,2204,2191,2306,36125
45,MURDER & NON NEGL. MANSLAUGHTER                                ,7,5,3,4,7,4,4,6,4,1,1,6,2,5,0,59
45,RAPE                                  ,22,17,20,22,12,18,13,12,14,15,19,13,17,9,11,234
45,ROBBERY                               ,224,212,200,195,237,233,245,195,222,200,239,213,190,162,165,3132
45,FELONY ASSAULT                        ,206,194,162,161,166,183,157,194,125,168,180,162,187,163,165,2573
45,BURGLARY                              ,381,363,302,308,288,229,275,255,270,303,308,286,228,172,156,4124
45,GRAND LARCENY                         ,412,473,580,552,515,496,459,444,458,463,480,403,402,439,519,7095
45,GRAND LARCENY OF MOTOR VEHICLE                                  ,783,626,578,521,531,387,355,328,318,293,207,193,151,160,133,5564
45,TOTAL SEVEN MAJOR FELONY OFFENSES,2035,1890,1845,1763,1756,1550,1508,1434,1411,1443,1434,1276,1177,1110,1149,22781
46,MURDER & NON NEGL. MANSLAUGHTER                                ,23,19,16,8,18,22,18,18,15,13,12,20,13,9,14,238
46,RAPE                                  ,48,71,71,70,56,45,46,43,29,24,23,32,30,28,32,648
46,ROBBERY                               ,666,581,661,627,628,584,593,544,463,396,437,406,390,449,334,7759
46,FELONY ASSAULT                        ,641,690,663,621,524,515,492,481,399,432,410,401,451,475,517,7712
46,BURGLARY                              ,821,667,523,608,578,463,326,289,261,215,208,247,226,188,208,5828
46,GRAND LARCENY                         ,364,430,450,378,433,532,449,459,450,349,295,381,410,441,431,6252
46,GRAND LARCENY OF MOTOR VEHICLE                                  ,410,435,406,334,323,363,230,194,203,139,131,127,92,91,109,3587
46,TOTAL SEVEN MAJOR FELONY OFFENSES,2973,2893,2790,2646,2560,2524,2154,2028,1820,1568,1516,1614,1612,1681,1645,32024
47,MURDER & NON NEGL. MANSLAUGHTER                                ,29,17,24,27,18,11,17,18,15,18,23,21,16,9,17,280
47,RAPE                                  ,57,47,64,54,39,49,42,35,30,23,37,36,30,36,35,614
47,ROBBERY                               ,541,472,381,402,369,390,408,338,439,429,437,434,506,469,420,6435
47,FELONY ASSAULT                        ,509,423,405,380,378,373,437,423,441,436,427,487,517,561,548,6745
47,BURGLARY                              ,689,536,438,455,383,355,349,383,367,379,373,407,397,391,377,6279
47,GRAND LARCENY                         ,328,225,259,298,393,446,367,351,314,294,309,295,408,491,433,5211
47,GRAND LARCENY OF MOTOR VEHICLE                                  ,799,586,510,484,481,425,378,356,354,309,359,295,253,202,205,5996
47,TOTAL SEVEN MAJOR FELONY OFFENSES,2952,2306,2081,2100,2061,2049,1998,1904,1960,1888,1965,1975,2127,2159,2035,31560
48,MURDER & NON NEGL. MANSLAUGHTER                                ,17,13,7,8,13,9,17,8,13,7,5,12,9,4,10,152
48,RAPE                                  ,53,40,39,40,31,31,27,28,30,25,20,19,21,24,22,450
48,ROBBERY                               ,437,432,418,390,396,398,471,409,411,382,400,415,442,422,386,6209
48,FELONY ASSAULT                        ,513,432,439,343,309,287,242,337,323,362,368,342,385,460,499,5641
48,BURGLARY                              ,620,406,375,424,390,301,324,325,290,286,254,200,208,250,271,4924
48,GRAND LARCENY                         ,277,286,333,330,334,343,388,343,355,327,321,353,473,506,508,5477
48,GRAND LARCENY OF MOTOR VEHICLE                                  ,322,308,310,274,259,234,183,175,158,130,122,141,95,102,76,2889
48,TOTAL SEVEN MAJOR FELONY OFFENSES,2239,1917,1921,1809,1732,1603,1652,1625,1580,1519,1490,1482,1633,1768,1772,25742
49,MURDER & NON NEGL. MANSLAUGHTER                                ,13,5,5,8,4,4,8,6,7,7,10,3,8,2,6,96
49,RAPE                                  ,18,19,26,25,18,21,19,19,19,11,23,18,17,15,18,286
49,ROBBERY                               ,392,279,245,245,324,299,310,308,355,266,317,372,331,210,179,4432
49,FELONY ASSAULT                        ,297,246,216,183,157,182,197,213,205,214,262,259,268,218,183,3300
49,BURGLARY                              ,584,581,503,430,474,389,411,395,356,404,379,391,344,232,190,6063
49,GRAND LARCENY                         ,476,364,564,541,445,499,503,481,447,450,454,454,421,360,364,6823
49,GRAND LARCENY OF MOTOR VEHICLE                                  ,791,578,550,501,497,452,345,327,326,240,236,231,183,111,133,5501
49,TOTAL SEVEN MAJOR FELONY OFFENSES,2571,2072,2109,1933,1919,1846,1793,1749,1715,1592,1681,1728,1572,1148,1073,26501
50,MURDER & NON NEGL. MANSLAUGHTER                                ,5,8,5,3,4,5,8,4,2,1,5,4,6,2,1,63
